"dropperid","itemid","minimum_quantity","maximum_quantity","chance","id"
100134,1002051,1,1,1500,131
100134,1032003,1,1,1000,132
100134,1040009,1,1,800,133
100134,1051000,1,1,700,134
100134,1060009,1,1,800,135
100134,1072050,1,1,800,136
100134,2000000,1,1,20000,137
100134,2010009,1,1,20000,138
100134,2040500,1,1,300,139
100134,2044400,1,1,300,140
100134,2380019,1,1,8000,141
100134,4000497,1,1,600000,142
100134,4010002,1,1,9000,143
100134,4020002,1,1,9000,144
120100,0,8,12,400000,145
120100,1002610,1,1,1500,146
120100,1060007,1,1,800,147
120100,1061009,1,1,800,148
120100,1062000,1,1,800,149
120100,1312004,1,1,700,150
120100,1332006,1,1,500,151
120100,2000000,1,1,20000,152
120100,2010009,1,1,20000,153
120100,2041007,1,1,300,154
120100,2060000,2,3,30000,155
120100,2061000,2,3,30000,156
120100,2380002,1,1,8000,157
120100,4000011,1,1,600000,158
120100,4010002,1,1,9000,159
120100,4020002,1,1,9000,160
130100,0,12,18,400000,161
130100,1041002,1,1,700,162
130100,1061014,1,1,800,163
130100,1072007,1,1,800,164
130100,1072008,1,1,700,165
130100,1082003,1,1,1000,166
130100,1322005,1,1,700,167
130100,1332000,1,1,500,168
130100,1452003,1,1,500,169
130100,1482001,1,1,700,170
130100,1492000,1,1,500,171
130100,2000000,1,1,20000,172
130100,2010009,1,1,20000,173
130100,2040402,1,1,300,174
130100,2041008,1,1,300,175
130100,2060000,5,7,30000,176
130100,2061000,5,7,30000,177
130100,2380003,1,1,8000,178
130100,4000003,1,1,600000,179
130100,4001358,1,1,20000,180
130100,4010003,1,1,9000,181
130100,4020003,1,1,9000,182
130100,4030009,1,1,10000,183
130100,4031773,1,1,80000,184
130100,4032374,1,1,40000,185
130100,4032378,1,1,40000,186
130101,0,12,18,400000,187
130101,1032003,1,1,1000,188
130101,1041006,1,1,700,189
130101,1052095,1,1,700,190
130101,1060022,1,1,700,191
130101,1061029,1,1,800,192
130101,1072005,1,1,700,193
130101,1072060,1,1,800,194
130101,1082029,1,1,1000,195
130101,1302000,1,1,700,196
130101,1322007,1,1,700,197
130101,1372002,1,1,700,198
130101,1402001,1,1,700,199
130101,2000000,1,1,20000,200
130101,2010009,1,1,20000,201
130101,2040502,1,1,300,202
130101,2041009,1,1,300,203
130101,2060000,5,7,30000,204
130101,2061000,5,7,30000,205
130101,2380004,1,1,8000,206
130101,4000016,1,1,600000,207
130101,4001359,1,1,24000,208
130101,4010004,1,1,9000,209
130101,4020004,1,1,9000,210
130101,4031846,1,1,50000,211
210100,0,12,18,400000,212
210100,1002019,1,1,1500,213
210100,1060002,1,1,700,214
210100,1072008,1,1,700,215
210100,1072023,1,1,800,216
210100,1082019,1,1,1000,217
210100,1322007,1,1,700,218
210100,1412001,1,1,700,219
210100,1412002,1,1,700,220
210100,1412012,1,1,700,221
210100,1432000,1,1,700,222
210100,1432001,1,1,500,223
210100,1442029,1,1,700,224
210100,1482000,1,1,500,225
210100,2000000,1,1,20000,226
210100,2010009,1,1,20000,227
210100,2040505,1,1,750,228
210100,2040600,1,1,750,229
210100,2040602,1,1,300,230
210100,2041018,1,1,300,231
210100,2041043,1,1,750,232
210100,2060000,7,9,30000,233
210100,2061000,7,9,30000,234
210100,2380005,1,1,8000,235
210100,4000004,1,1,600000,236
210100,4000010,1,1,600000,237
210100,4010005,1,1,9000,238
210100,4020005,1,1,9000,239
210100,4030000,1,1,10000,240
210100,4031273,1,1,500000,241
210100,4032376,1,1,40000,242
210100,4032377,1,1,40000,243
851000,2290132,1,1,15000,244
1110100,0,28,42,400000,245
1110100,1002010,1,1,1500,246
1110100,1002033,1,1,1500,247
1110100,1002143,1,1,1500,248
1110100,1032001,1,1,1000,249
1110100,1041017,1,1,800,250
1110100,1041018,1,1,700,251
1110100,1041044,1,1,800,252
1110100,1041063,1,1,800,253
1110100,1060031,1,1,700,254
1110100,1061012,1,1,800,255
1110100,1061037,1,1,800,256
1110100,1061059,1,1,800,257
1110100,1072285,1,1,800,258
1110100,1092008,1,1,700,259
1110100,1302007,1,1,700,260
1110100,1302020,1,1,700,261
1110100,1302030,1,1,700,262
1110100,1322000,1,1,700,263
1110100,1382012,1,1,700,264
1110100,1412002,1,1,700,265
1110100,1412012,1,1,700,266
1110100,1432005,1,1,500,267
1110100,1442013,1,1,700,268
1110100,1452003,1,1,500,269
1110100,1452022,1,1,700,270
1110100,1462002,1,1,500,271
1110100,1482001,1,1,500,272
1110100,2000000,1,1,20000,273
1110100,2000001,1,1,20000,274
1110100,2000003,1,1,20000,275
1110100,2040902,1,1,750,276
1110100,2041020,1,1,750,277
1110100,2043102,1,1,300,278
1110100,2044701,1,1,750,279
1110100,2048000,1,1,300,280
1110100,2048001,1,1,750,281
1110100,2048003,1,1,750,282
1110100,2060000,19,24,30000,283
1110100,2061000,19,24,30000,284
1110100,2380011,1,1,8000,285
1110100,4000012,1,1,600000,286
1110100,4001348,1,1,400000,287
1110100,4001369,1,1,10000,288
1110100,4010004,1,1,9000,289
1110100,4010005,1,1,7000,290
1110100,4020002,1,1,9000,291
1110100,4020003,1,1,9000,292
1110100,4031146,1,1,1000000,293
1110100,4032317,1,1,20000,294
1110100,4032318,1,1,20000,295
1110100,4032379,1,1,40000,296
1110101,0,20,30,400000,297
1110101,1002039,1,1,1500,298
1110101,1002613,1,1,1500,299
1110101,1032001,1,1,1000,300
1110101,1041018,1,1,800,301
1110101,1041061,1,1,800,302
1110101,1061013,1,1,800,303
1110101,1061057,1,1,800,304
1110101,1092003,1,1,700,305
1110101,1302006,1,1,700,306
1110101,1382000,1,1,700,307
1110101,1432012,1,1,700,308
1110101,1442000,1,1,700,309
1110101,1482000,1,1,500,310
1110101,2000000,1,1,20000,311
1110101,2000001,1,1,20000,312
1110101,2000003,1,1,20000,313
1110101,2040802,1,1,300,314
1110101,2060000,13,17,30000,315
1110101,2061000,13,17,30000,316
1110101,2380008,1,1,8000,317
1110101,4000005,1,1,600000,318
1110101,4001344,1,1,7000,319
1110101,4001347,1,1,80000,320
1110101,4001356,1,1,70000,321
1110101,4001360,1,1,12000,322
1110101,4001371,1,1,10000,323
1110101,4010001,1,1,9000,324
1110101,4020000,1,1,9000,325
1110101,4030009,1,1,10000,326
1110101,4031773,1,1,80000,327
1110101,4032374,1,1,40000,328
1110101,4032376,1,1,40000,329
1110130,1002010,1,1,1500,330
1110130,1002033,1,1,1500,331
1110130,1002143,1,1,1500,332
1110130,1032001,1,1,1000,333
1110130,1041017,1,1,800,334
1110130,1041044,1,1,800,335
1110130,1041063,1,1,800,336
1110130,1061012,1,1,800,337
1110130,1061037,1,1,800,338
1110130,1061059,1,1,800,339
1110130,1072285,1,1,800,340
1110130,1092008,1,1,700,341
1110130,1302007,1,1,700,342
1110130,1322000,1,1,700,343
1110130,1412002,1,1,700,344
1110130,1412012,1,1,700,345
1110130,1432005,1,1,500,346
1110130,1452003,1,1,500,347
1110130,1462002,1,1,500,348
1110130,1482001,1,1,500,349
1110130,2000000,1,1,20000,350
1110130,2000001,1,1,20000,351
1110130,2000003,1,1,20000,352
1110130,2043102,1,1,300,353
3300000,0,81,119,400000,24233
1110130,2048000,1,1,300,355
1110130,2060000,19,24,30000,356
1110130,2061000,19,24,30000,357
1110130,2380014,1,1,8000,358
1110130,4000012,1,1,600000,359
1110130,4010004,1,1,9000,360
1110130,4020002,1,1,9000,361
1110130,4020003,1,1,9000,362
1110130,4032316,1,1,50000,363
1110130,4032317,1,1,20000,364
1110130,4032318,1,1,20000,365
1120100,0,24,36,400000,366
1120100,1032001,1,1,1000,367
1120100,1040037,1,1,800,368
1120100,1041026,1,1,800,369
1120100,1060027,1,1,800,370
1120100,1061022,1,1,800,371
1120100,1092000,1,1,700,372
1120100,1092007,1,1,700,373
1120100,1412011,1,1,700,374
1120100,1422000,1,1,700,375
1120100,1442013,1,1,700,376
1120100,1482001,1,1,500,377
1120100,2000000,1,1,20000,378
1120100,2000003,1,1,20000,379
1120100,2043002,1,1,300,380
1120100,2060000,15,19,30000,381
1120100,2061000,15,19,30000,382
1120100,2380010,1,1,8000,383
1120100,4000006,1,1,600000,384
1120100,4001349,1,1,100000,385
1120100,4001361,1,1,70000,386
1120100,4001365,1,1,10000,387
1120100,4010003,1,1,9000,388
1120100,4020002,1,1,9000,389
1120100,4030010,1,1,10000,390
1120100,4030012,1,1,10000,391
1120100,4032378,1,1,40000,392
1130100,0,32,48,400000,393
1130100,1002097,1,1,700,394
1130100,1002118,1,1,1500,395
1130100,1032003,1,1,1000,396
1130100,1040019,1,1,800,397
1130100,1041045,1,1,800,398
1130100,1051008,1,1,700,399
1130100,1060015,1,1,800,400
1130100,1061038,1,1,800,401
1130100,1072008,1,1,800,402
1130100,1092007,1,1,700,403
1130100,1312016,1,1,700,404
1130100,1372001,1,1,700,405
1130100,1382004,1,1,700,406
1130100,1402001,1,1,700,407
1130100,1402009,1,1,700,408
1130100,1472032,1,1,700,409
1130100,1492001,1,1,500,410
1130100,2000000,1,1,20000,411
1130100,2000003,1,1,20000,412
1130100,2043202,1,1,300,413
1130100,2060000,22,28,30000,414
1130100,2061000,22,28,30000,415
1130100,2070009,1,1,400,416
1130100,2381000,1,1,8000,417
1130100,4000018,1,1,600000,418
1130100,4010005,1,1,9000,419
1130100,4020004,1,1,9000,420
1130100,4031147,1,1,1000000,421
1130100,4031773,1,1,80000,422
1140100,0,34,47,400000,423
1140100,1002107,1,1,1500,424
1140100,1002113,1,1,1500,425
1140100,1040018,1,1,700,426
1140100,1041029,1,1,800,427
1140100,1041062,1,1,800,428
1140100,1050003,1,1,700,429
1140100,1050010,1,1,700,430
1140100,1061027,1,1,800,431
1140100,1061058,1,1,800,432
1140100,1072046,1,1,800,433
1140100,1072066,1,1,800,434
1140100,1082018,1,1,1000,435
1140100,1082180,1,1,1000,436
1140100,1412002,1,1,700,437
1140100,1412012,1,1,700,438
1140100,1492020,1,1,700,439
1140100,2000000,1,1,20000,440
1140100,2000003,1,1,20000,441
1140100,2040501,1,1,300,442
1140100,2040504,1,1,750,443
1140100,2040801,1,1,300,444
1140100,2040901,1,1,750,445
1140100,2044002,1,1,750,446
1140100,2044802,1,1,300,447
1140100,2044804,1,1,750,448
1140100,2048001,1,1,300,449
1140100,2060000,24,30,30000,450
1140100,2061000,24,30,30000,451
1140100,2381001,1,1,8000,452
1140100,4000195,1,1,600000,453
1140100,4010000,1,1,9000,454
1140100,4010004,1,1,9000,455
1140100,4020007,1,1,9000,456
1140100,4030012,1,1,10000,457
1140100,4031773,1,1,80000,458
1140130,1002107,1,1,1500,459
1140130,1002113,1,1,1500,460
1140130,1041029,1,1,800,461
1140130,1041062,1,1,800,462
1140130,1050003,1,1,700,463
1140130,1050010,1,1,700,464
1140130,1061027,1,1,800,465
1140130,1061058,1,1,800,466
1140130,1072046,1,1,800,467
1140130,1072066,1,1,800,468
1140130,1082018,1,1,1000,469
1140130,1082180,1,1,1000,470
1140130,1412002,1,1,700,471
1140130,1412012,1,1,700,472
1140130,2000000,1,1,20000,473
1140130,2000003,1,1,20000,474
1140130,2040501,1,1,300,475
1140130,2040801,1,1,300,476
1140130,2044802,1,1,300,477
1140130,2044804,1,1,750,478
1140130,2048001,1,1,300,479
1140130,2060000,24,30,30000,480
1140130,2061000,24,30,30000,481
1140130,2381082,1,1,8000,482
1140130,4000195,1,1,600000,483
1140130,4010000,1,1,9000,484
1140130,4010004,1,1,9000,485
1140130,4020007,1,1,9000,486
1140130,4031773,1,1,80000,487
1140130,4032319,1,1,100000,488
1210100,0,14,21,400000,489
1210100,1002008,1,1,1500,490
1210100,1002610,1,1,1500,491
1210100,1040034,1,1,800,492
1210100,1041012,1,1,700,493
1210100,1041014,1,1,800,494
1210100,1061028,1,1,800,495
1210100,1062002,1,1,800,496
1210100,1402018,1,1,700,497
1210100,1422000,1,1,700,498
1210100,1472000,1,1,500,499
1210100,2000000,1,1,20000,500
1210100,2010009,1,1,20000,501
1210100,2040702,1,1,300,502
1210100,2041021,1,1,300,503
1210100,2060000,9,12,30000,504
1210100,2061000,9,12,30000,505
1210100,2380006,1,1,8000,506
1210100,4000017,1,1,40000,507
1210100,4000021,1,1,50000,508
1210100,4010006,1,1,9000,509
1210100,4020006,1,1,9000,510
1210100,4030011,1,1,10000,511
1210100,4030012,1,1,10000,512
1210100,4031846,1,1,50000,513
1210100,4032130,1,1,10000,514
1210100,4032340,1,1,200000,515
1210100,4032379,1,1,40000,516
1210101,0,20,30,400000,517
1210101,1032003,1,1,1000,518
1210101,1040011,1,1,800,519
1210101,1040014,1,1,800,520
1210101,1040034,1,1,800,521
1210101,1041012,1,1,800,522
1210101,1052098,1,1,700,523
1210101,1060024,1,1,800,524
1210101,1061028,1,1,700,525
1210101,1072285,1,1,800,526
1210101,1402018,1,1,700,527
1210101,1462014,1,1,700,528
1210101,1492000,1,1,500,529
1210101,2000000,1,1,20000,530
1210101,2040902,1,1,300,531
1210101,2060000,13,17,30000,532
1210101,2061000,13,17,30000,533
1210101,2380009,1,1,8000,534
1210101,4000002,1,1,600000,535
1210101,4000021,1,1,50000,536
1210101,4001342,1,1,7000,537
1210101,4001343,1,1,7000,538
1210101,4001350,1,1,100000,539
1210101,4001357,1,1,70000,540
1210101,4001370,1,1,10000,541
1210101,4003004,1,1,200000,542
1210101,4010002,1,1,9000,543
1210101,4020001,1,1,9000,544
1210101,4030012,1,1,10000,545
1210101,4032377,1,1,40000,546
1210102,0,16,24,400000,547
1210102,1002043,1,1,1500,548
1210102,1052095,1,1,700,549
1210102,1072004,1,1,800,550
1210102,1072015,1,1,800,551
1210102,1072031,1,1,800,552
1210102,1082012,1,1,1000,553
1210102,1312000,1,1,700,554
1210102,1432000,1,1,500,555
1210102,2000000,1,1,20000,556
1210102,2040001,1,1,750,557
1210102,2040705,1,1,300,558
1210102,2041009,1,1,750,559
1210102,2060000,10,13,30000,560
1210102,2061000,10,13,30000,561
1210102,2330000,1,1,500,562
1210102,2380007,1,1,8000,563
1210102,4000001,1,1,600000,564
1210102,4001345,1,1,7000,565
1210102,4001354,1,1,10000,566
1210102,4001364,1,1,10000,567
1210102,4010000,1,1,9000,568
1210102,4020007,1,1,9000,569
1210102,4030001,1,1,10000,570
1210102,4032314,1,1,150000,571
1210103,0,24,36,400000,572
1210103,1002075,1,1,1500,573
1210103,1040035,1,1,800,574
1210103,1041062,1,1,800,575
1210103,1060025,1,1,800,576
1210103,1061058,1,1,800,577
1210103,1072019,1,1,800,578
1210103,1082180,1,1,1000,579
1210103,1092030,1,1,700,580
1210103,1322023,1,1,700,581
1210103,1402018,1,1,700,582
1210103,1412002,1,1,700,583
1210103,1412012,1,1,700,584
1210103,1432000,1,1,500,585
1210103,1432008,1,1,500,586
1210103,1442029,1,1,700,587
1210103,1492001,1,1,500,588
1210103,2000000,1,1,20000,589
1210103,2000003,1,1,20000,590
1210103,2041004,1,1,300,591
1210103,2041015,1,1,300,592
1210103,2041045,1,1,750,593
1210103,2043302,1,1,300,594
1210103,2048000,1,1,750,595
1210103,2048001,1,1,300,596
1210103,2060000,19,24,30000,597
1210103,2061000,19,24,30000,598
1210103,2330000,1,1,500,599
1210103,2380012,1,1,8000,600
1210103,4000037,1,1,600000,601
1210103,4006000,1,1,10000,602
1210103,4010002,1,1,9000,603
1210103,4020005,1,1,9000,604
1210103,4032137,1,1,40000,605
1210103,4032139,1,1,40000,606
2070010,0,44,66,400000,607
2100100,1002119,1,1,1500,608
2100100,1032009,1,1,1000,609
2100100,1050005,1,1,700,610
2100100,1050025,1,1,700,611
2100100,1072007,1,1,800,612
2100100,1072288,1,1,800,613
2100100,1082002,1,1,1000,614
2100100,1332010,1,1,500,615
2100100,1382002,1,1,700,616
2100100,2000001,1,1,20000,617
2100100,2000003,1,1,20000,618
2100100,2040420,1,1,300,619
2100100,2040601,1,1,300,620
2100100,2049000,1,1,150,621
2100100,2060000,26,33,30000,622
2100100,2061000,26,33,30000,623
2100100,2381004,1,1,8000,624
2100100,4000324,1,1,600000,625
2100100,4003004,1,1,200000,626
2100100,4010001,1,1,9000,627
2100100,4010007,1,1,9000,628
2100100,4020006,1,1,9000,629
2100101,1002129,1,1,1500,630
2100101,1041027,1,1,800,631
2100101,1060017,1,1,800,632
2100101,1061025,1,1,800,633
2100101,1061028,1,1,800,634
2100101,1082183,1,1,1000,635
2100101,1092021,1,1,700,636
2100101,1472006,1,1,500,637
2100101,2000001,1,1,20000,638
2100101,2000003,1,1,20000,639
2100101,2002002,1,1,20000,640
2100101,2044210,1,1,300,641
2100101,2044602,1,1,300,642
2100101,2060000,27,34,30000,643
2100101,2061000,27,34,30000,644
2100101,2381005,1,1,8000,645
2100101,4000325,1,1,600000,646
2100101,4003004,1,1,200000,647
2100101,4010006,1,1,9000,648
2100101,4010007,1,1,9000,649
2100101,4020001,1,1,9000,650
2100102,0,40,60,400000,651
2100102,1002048,1,1,1500,652
2100102,1032006,1,1,1000,653
2100102,1040044,1,1,800,654
2100102,1050024,1,1,700,655
2100102,1051004,1,1,700,656
2100102,1060033,1,1,800,657
2100102,1072027,1,1,800,658
2100102,1082183,1,1,1000,659
2100102,1082186,1,1,1000,660
2100102,1462003,1,1,500,661
2100102,2000001,1,1,20000,662
2100102,2000003,1,1,20000,663
2100102,2022155,1,1,20000,664
2100102,2040705,1,1,300,665
2100102,2043212,1,1,300,666
2100102,2044102,1,1,300,667
2100102,2044901,1,1,300,668
2100102,2060000,28,35,30000,669
2100102,2061000,28,35,30000,670
2100102,2381010,1,1,8000,671
2100102,4000329,1,1,600000,672
2100102,4010002,1,1,9000,673
2100102,4010007,1,1,9000,674
2100102,4020004,1,1,9000,675
2100103,0,49,66,400000,676
2100103,1002096,1,1,1500,677
2100103,1041058,1,1,800,678
2100103,1050011,1,1,700,679
2100103,1061054,1,1,800,680
2100103,1072054,1,1,800,681
2100103,1072078,1,1,800,682
2100103,1072291,1,1,800,683
2100103,1082016,1,1,1000,684
2100103,1092002,1,1,700,685
2100103,1322009,1,1,700,686
2100103,1432002,1,1,500,687
2100103,2000001,1,1,20000,688
2100103,2000003,1,1,20000,689
2100103,2022155,1,1,20000,690
2100103,2040501,1,1,300,691
2100103,2044314,1,1,300,692
2100103,2060000,32,40,30000,693
2100103,2061000,32,40,30000,694
2100103,2381023,1,1,8000,695
2100103,4000330,1,1,600000,696
2100103,4010003,1,1,9000,697
2100103,4010007,1,1,9000,698
2100103,4020004,1,1,9000,699
2100103,4030012,1,1,10000,700
2100104,0,52,77,400000,701
2100104,1002004,1,1,1500,702
2100104,1040068,1,1,800,703
2100104,1060057,1,1,800,704
2100104,1072087,1,1,800,705
2100104,1082052,1,1,1000,706
2100104,1082186,1,1,1000,707
2100104,1092019,1,1,700,708
2100104,1322003,1,1,700,709
2100104,1442001,1,1,700,710
2100104,1452022,1,1,700,711
2100104,2000001,1,1,20000,712
2100104,2000003,1,1,20000,713
2100104,2002003,1,1,20000,714
2100104,2022155,1,1,20000,715
2100104,2041002,1,1,300,716
2100104,2041044,1,1,750,717
2100104,2043214,1,1,300,718
2100104,2043216,1,1,750,719
2100104,2060000,36,45,30000,720
2100104,2061000,36,45,30000,721
2100104,2381028,1,1,8000,722
2100104,4000331,1,1,600000,723
2100104,4004001,1,1,10000,724
2100104,4010007,1,1,9000,725
2100104,4020005,1,1,9000,726
2100104,4020006,1,1,9000,727
2100105,0,44,63,400000,728
2100105,1002013,1,1,1500,729
2100105,1002119,1,1,1500,730
2100105,1052101,1,1,700,731
2100105,1072007,1,1,800,732
2100105,1072086,1,1,800,733
2100105,1082020,1,1,1000,734
2100105,1302006,1,1,700,735
2100105,1372004,1,1,700,736
2100105,1452003,1,1,500,737
2100105,1482003,1,1,500,738
2100105,2000001,1,1,20000,739
2100105,2000003,1,1,20000,740
2100105,2040316,1,1,300,741
2100105,2040319,1,1,300,742
2100105,2040902,1,1,300,743
2100105,2044002,1,1,300,744
2100105,2044412,1,1,300,745
2100105,2060000,30,38,30000,746
2100105,2061000,30,38,30000,747
2100105,2330000,1,1,500,748
2100105,2381015,1,1,8000,749
2100105,4000328,1,1,600000,750
2100105,4006001,1,1,10000,751
2100105,4010004,1,1,9000,752
2100105,4010007,1,1,9000,753
2100106,1002055,1,1,1500,754
2100106,1032004,1,1,1000,755
2100106,1040049,1,1,800,756
2100106,1050001,1,1,700,757
2100106,1060037,1,1,800,758
2100106,1082068,1,1,1000,759
2100106,1402002,1,1,700,760
2100106,1432001,1,1,500,761
2100106,1492002,1,1,500,762
2100106,2000001,1,1,20000,763
2100106,2000003,1,1,20000,764
2100106,2002004,1,1,20000,765
2100106,2040926,1,1,300,766
2100106,2044501,1,1,300,767
2100106,2060000,31,39,30000,768
2100106,2061000,31,39,30000,769
2100106,2330000,1,1,500,770
2100106,2381019,1,1,8000,771
2100106,4000326,1,1,600000,772
2100106,4010007,1,1,9000,773
2100106,4020000,1,1,9000,774
2100106,4020007,1,1,9000,775
2100107,1002141,1,1,1500,776
2100107,1040059,1,1,800,777
2100107,1041054,1,1,800,778
2100107,1051011,1,1,700,779
2100107,1060045,1,1,800,780
2100107,1061050,1,1,800,781
2100107,1332004,1,1,500,782
2100107,1382009,1,1,700,783
2100107,1382017,1,1,700,784
2100107,1492003,1,1,500,785
2100107,2000001,1,1,20000,786
2100107,2000003,1,1,20000,787
2100107,2048001,1,1,300,788
2100107,2060000,35,44,30000,789
2100107,2061000,35,44,30000,790
2100107,2070002,1,1,500,791
2100107,2381025,1,1,8000,792
2100107,4000327,1,1,600000,793
2100107,4010007,1,1,9000,794
2100107,4020002,1,1,9000,795
2100107,4020003,1,1,9000,796
2100108,1002164,1,1,1500,797
2100108,1040062,1,1,800,798
2100108,1050029,1,1,700,799
2100108,1060051,1,1,800,800
2100108,1082005,1,1,1000,801
2100108,1332009,1,1,500,802
2100108,1412004,1,1,700,803
2100108,1482003,1,1,500,804
2100108,2000001,1,1,20000,805
2100108,2000003,1,1,20000,806
2100108,2002005,1,1,20000,807
2100108,2043002,1,1,300,808
2100108,2043701,1,1,300,809
2100108,2044014,1,1,300,810
2100108,2044214,1,1,300,811
2100108,2044801,1,1,300,812
2100108,2060000,37,47,30000,813
2100108,2061000,37,47,30000,814
2100108,2381030,1,1,8000,815
2100108,4000333,1,1,600000,816
2100108,4003004,1,1,200000,817
2100108,4004002,1,1,10000,818
2100108,4010001,1,1,9000,819
2100108,4010002,1,1,9000,820
2100108,4010007,1,1,9000,821
2110200,0,36,54,400000,822
2110200,1002005,1,1,1500,823
2110200,1002038,1,1,1500,824
2110200,1002138,1,1,700,825
2110200,1002182,1,1,700,826
2110200,1040044,1,1,800,827
2110200,1041008,1,1,800,828
2110200,1050006,1,1,700,829
2110200,1052104,1,1,700,830
2110200,1060002,1,1,800,831
2110200,1060033,1,1,800,832
2110200,1060038,1,1,700,833
2110200,1061006,1,1,800,834
2110200,1072073,1,1,800,835
2110200,1082000,1,1,1000,836
2110200,1092000,1,1,700,837
2110200,1302004,1,1,700,838
2110200,1382012,1,1,700,839
2110200,1412002,1,1,700,840
2110200,1442001,1,1,700,841
2110200,1452016,1,1,700,842
2110200,1462004,1,1,500,843
2110200,1462014,1,1,700,844
2110200,1492002,1,1,500,845
2110200,2000001,1,1,20000,846
2110200,2000003,1,1,20000,847
2110200,2002003,1,1,20000,848
2110200,2041044,1,1,750,849
2110200,2043214,1,1,300,850
2110200,2044001,1,1,750,851
2110200,2044102,1,1,300,852
2110200,2048000,1,1,750,853
2110200,2060000,28,35,30000,854
2110200,2061000,28,35,30000,855
2110200,2330000,1,1,500,856
2110200,2381007,1,1,8000,857
2110200,4000015,1,1,600000,858
2110200,4001368,1,1,10000,859
