"id","itemid","req_level","req_maker_level","req_meso","req_item","req_equip","catalyst","quantity","tuc"
1,1060110,95,2,138000,0,0,4130020,1,2
1,1060111,95,2,138000,0,0,4130020,1,2
1,1061121,95,2,138000,0,0,4130020,1,2
1,1061122,95,2,138000,0,0,4130020,1,2
1,1061123,95,2,138000,0,0,4130020,1,2
1,1050080,75,2,138000,0,0,4130021,1,2
1,1050081,75,2,138000,0,0,4130021,1,2
1,1050082,75,2,138000,0,0,4130021,1,2
1,1050083,75,2,138000,0,0,4130021,1,2
1,1051077,75,2,138000,0,0,4130021,1,2
1,1051078,75,2,138000,0,0,4130021,1,2
1,1051079,75,2,138000,0,0,4130021,1,2
1,1051080,75,2,138000,0,0,4130021,1,2
1,1052075,105,3,352000,0,0,4130021,1,3
1,1052160,115,3,418000,0,0,4130021,1,3
1,1052155,115,3,418000,0,0,4130021,1,3
1,1072132,45,1,30000,0,0,4130001,1,1
1,1072133,45,1,30000,0,0,4130001,1,1
1,1072134,45,1,30000,0,0,4130001,1,1
1,1072135,45,1,30000,0,0,4130001,1,1
1,1072147,55,1,39000,0,0,4130001,1,1
1,1072148,55,1,39000,0,0,4130001,1,1
1,1072149,55,1,39000,0,0,4130001,1,1
1,1072154,65,1,47000,0,0,4130001,1,1
1,1072155,65,1,47000,0,0,4130001,1,1
1,1072156,65,1,47000,0,0,4130001,1,1
1,1072210,75,2,84000,0,0,4130001,1,2
1,1072211,75,2,84000,0,0,4130001,1,2
1,1072212,75,2,84000,0,0,4130001,1,2
1,1072196,85,2,115000,0,0,4130001,1,2
1,1072197,85,2,115000,0,0,4130001,1,2
1,1072198,85,2,115000,0,0,4130001,1,2
1,1072220,95,2,138000,0,0,4130001,1,2
1,1072221,95,2,138000,0,0,4130001,1,2
1,1072222,95,2,138000,0,0,4130001,1,2
1,1072273,105,3,231000,0,0,4130001,1,3
1,1072361,115,3,264000,0,0,4130001,1,3
1,1072355,115,3,264000,0,0,4130001,1,3
1,1082009,45,1,50000,0,0,4130000,1,1
1,1082010,45,1,55000,0,0,4130000,1,1
1,1082011,45,1,60000,0,0,4130000,1,1
1,1082059,55,1,66000,0,0,4130000,1,1
1,1082060,55,1,71000,0,0,4130000,1,1
1,1082061,55,1,77000,0,0,4130000,1,1
1,1082103,65,1,82000,0,0,4130000,1,1
1,1082104,65,1,88000,0,0,4130000,1,1
1,1082105,65,1,93000,0,0,4130000,1,1
1,1082114,75,2,161000,0,0,4130000,1,2
1,1082115,75,2,165000,0,0,4130000,1,2
1,1082116,75,2,168000,0,0,4130000,1,2
1,1082117,75,2,168000,0,0,4130000,1,2
1,1082128,85,2,184000,0,0,4130000,1,2
1,1082129,85,2,188000,0,0,4130000,1,2
1,1082130,85,2,191000,0,0,4130000,1,2
1,1082139,95,2,207000,0,0,4130000,1,2
1,1082140,95,2,210000,0,0,4130000,1,2
1,1082141,95,2,214000,0,0,4130000,1,2
1,1082168,105,3,330000,0,0,4130000,1,3
1,1082239,115,3,363000,0,0,4130000,1,3
1,1082234,115,3,363000,0,0,4130000,1,3
1,1092004,45,1,82000,0,0,4130022,1,1
1,1092009,55,1,99000,0,0,4130022,1,1
1,1092010,55,1,104000,0,0,4130022,1,1
1,1092011,55,1,104000,0,0,4130022,1,1
1,1092015,65,1,110000,0,0,4130022,1,1
1,1092016,65,1,115000,0,0,4130022,1,1
1,1092017,65,1,115000,0,0,4130022,1,1
1,1092023,75,2,168000,0,0,4130022,1,2
1,1092024,75,2,176000,0,0,4130022,1,2
1,1092025,75,2,176000,0,0,4130022,1,2
1,1092026,85,2,184000,0,0,4130022,1,2
1,1092027,85,2,191000,0,0,4130022,1,2
1,1092028,85,2,191000,0,0,4130022,1,2
1,1092036,95,2,199000,0,0,4130022,1,2
1,1092037,95,2,207000,0,0,4130022,1,2
1,1092038,95,2,214000,0,0,4130022,1,2
1,1092060,105,3,231000,0,0,4130022,1,3
1,1092058,115,3,385000,0,0,4130022,1,3
1,1302010,45,1,66000,0,0,4130002,1,1
1,1312008,45,1,77000,0,0,4130003,1,1
1,1322017,45,1,77000,0,0,4130004,1,1
1,1402003,45,1,110000,0,0,4130005,1,1
1,1412003,45,1,77000,0,0,4130006,1,1
1,1422005,45,1,82000,0,0,4130007,1,1
1,1432004,45,1,82000,0,0,4130008,1,1
1,1442005,45,1,82000,0,0,4130009,1,1
1,1302011,55,1,82000,0,0,4130002,1,1
1,1312009,55,1,104000,0,0,4130003,1,1
1,1322018,55,1,104000,0,0,4130004,1,1
1,1402011,55,1,126000,0,0,4130005,1,1
1,1412007,55,1,104000,0,0,4130006,1,1
1,1422009,55,1,104000,0,0,4130007,1,1
1,1432006,55,1,104000,0,0,4130008,1,1
1,1442010,55,1,137000,0,0,4130009,1,1
1,1302012,65,1,137000,0,0,4130002,1,1
1,1312010,65,1,165000,0,0,4130003,1,1
1,1322019,65,1,137000,0,0,4130004,1,1
1,1402012,65,1,143000,0,0,4130005,1,1
1,1412008,65,1,137000,0,0,4130006,1,1
1,1422010,65,1,137000,0,0,4130007,1,1
1,1432007,65,1,137000,0,0,4130008,1,1
1,1442008,65,1,165000,0,0,4130009,1,1
1,1322020,70,1,165000,0,0,4130004,1,1
1,1302018,75,2,231000,0,0,4130002,1,2
1,1312011,75,2,269000,0,0,4130003,1,2
1,1322028,75,2,269000,0,0,4130004,1,2
1,1402004,75,2,231000,0,0,4130005,1,2
1,1402015,75,2,231000,0,0,4130005,1,2
1,1412009,75,2,238000,0,0,4130006,1,2
1,1422012,75,2,238000,0,0,4130007,1,2
1,1432010,75,2,238000,0,0,4130008,1,2
1,1442019,75,2,269000,0,0,4130009,1,2
1,1302023,85,2,269000,0,0,4130002,1,2
1,1312015,85,2,308000,0,0,4130003,1,2
1,1322029,85,2,308000,0,0,4130004,1,2
1,1402005,85,2,308000,0,0,4130005,1,2
1,1402016,85,2,308000,0,0,4130005,1,2
1,1412010,85,2,284000,0,0,4130006,1,2
1,1422013,85,2,284000,0,0,4130007,1,2
1,1432011,85,2,284000,0,0,4130008,1,2
1,1442020,85,2,346000,0,0,4130009,1,2
1,1302056,95,2,369000,0,0,4130002,1,2
1,1312030,95,2,361000,0,0,4130003,1,2
1,1322045,95,2,361000,0,0,4130004,1,2
1,1402035,95,2,361000,0,0,4130005,1,2
1,1412021,95,2,377000,0,0,4130006,1,2
1,1422027,95,2,346000,0,0,4130007,1,2
1,1432030,95,2,377000,0,0,4130008,1,2
1,1442044,95,2,361000,0,0,4130009,1,2
1,1302059,105,3,605000,0,0,4130002,1,3
1,1312031,105,3,583000,0,0,4130003,1,3
1,1322052,105,3,528000,0,0,4130004,1,3
1,1402036,105,3,605000,0,0,4130005,1,3
1,1412026,105,3,572000,0,0,4130006,1,3
1,1422028,105,3,561000,0,0,4130007,1,3
1,1432038,105,3,583000,0,0,4130008,1,3
1,1442045,105,3,627000,0,0,4130009,1,3
1,1302086,115,3,748000,0,0,4130002,1,3
1,1312038,115,3,638000,0,0,4130003,1,3
1,1322061,115,3,539000,0,0,4130004,1,3
1,1402047,115,3,715000,0,0,4130005,1,3
1,1412034,115,3,715000,0,0,4130006,1,3
1,1422038,115,3,616000,0,0,4130007,1,3
1,1432049,115,3,627000,0,0,4130008,1,3
1,1442067,115,3,682000,0,0,4130009,1,3
1,1302081,115,3,748000,0,0,4130002,1,3
1,1312037,115,3,638000,0,0,4130003,1,3
1,1322060,115,3,539000,0,0,4130004,1,3
1,1402046,115,3,715000,0,0,4130005,1,3
1,1412033,115,3,715000,0,0,4130006,1,3
1,1422037,115,3,616000,0,0,4130007,1,3
1,1432047,115,3,627000,0,0,4130008,1,3
1,1442063,115,3,682000,0,0,4130009,1,3
2,1002215,45,1,22000,0,0,4130018,1,1
2,1002216,45,1,22000,0,0,4130018,1,1
2,1002217,45,1,22000,0,0,4130018,1,1
2,1002218,45,1,22000,0,0,4130018,1,1
2,1002242,55,1,28000,0,0,4130018,1,1
2,1002243,55,1,28000,0,0,4130018,1,1
2,1002244,55,1,28000,0,0,4130018,1,1
2,1002245,55,1,28000,0,0,4130018,1,1
2,1002246,55,1,28000,0,0,4130018,1,1
2,1002252,65,1,44000,0,0,4130018,1,1
2,1002253,65,1,44000,0,0,4130018,1,1
2,1002254,65,1,44000,0,0,4130018,1,1
2,1002271,75,2,73000,0,0,4130018,1,2
2,1002272,75,2,73000,0,0,4130018,1,2
2,1002273,75,2,73000,0,0,4130018,1,2
2,1002274,75,2,73000,0,0,4130018,1,2
2,1002363,85,2,84000,0,0,4130018,1,2
2,1002364,85,2,84000,0,0,4130018,1,2
2,1002365,85,2,84000,0,0,4130018,1,2
2,1002366,85,2,84000,0,0,4130018,1,2
2,1002398,95,2,96000,0,0,4130018,1,2
2,1002399,95,2,96000,0,0,4130018,1,2
2,1002400,95,2,96000,0,0,4130018,1,2
2,1002401,95,2,96000,0,0,4130018,1,2
2,1002773,105,3,165000,0,0,4130018,1,3
2,1002791,115,3,187000,0,0,4130018,1,3
2,1002777,115,3,187000,0,0,4130018,1,3
2,1050045,43,1,50000,0,0,4130021,1,1
2,1050046,43,1,50000,0,0,4130021,1,1
2,1050047,43,1,50000,0,0,4130021,1,1
2,1050048,43,1,50000,0,0,4130021,1,1
2,1050049,43,1,50000,0,0,4130021,1,1
2,1051030,43,1,50000,0,0,4130021,1,1
2,1051031,43,1,50000,0,0,4130021,1,1
2,1051032,43,1,50000,0,0,4130021,1,1
2,1051033,43,1,50000,0,0,4130021,1,1
2,1051034,43,1,50000,0,0,4130021,1,1
2,1050053,53,1,55000,0,0,4130021,1,1
2,1050054,53,1,55000,0,0,4130021,1,1
2,1050055,53,1,55000,0,0,4130021,1,1
2,1050056,53,1,55000,0,0,4130021,1,1
2,1051044,53,1,55000,0,0,4130021,1,1
2,1051045,53,1,55000,0,0,4130021,1,1
2,1051046,53,1,55000,0,0,4130021,1,1
2,1051047,53,1,55000,0,0,4130021,1,1
2,1050067,63,1,66000,0,0,4130021,1,1
2,1050068,63,1,66000,0,0,4130021,1,1
2,1050069,63,1,66000,0,0,4130021,1,1
2,1050070,63,1,66000,0,0,4130021,1,1
2,1051052,63,1,66000,0,0,4130021,1,1
2,1051053,63,1,66000,0,0,4130021,1,1
2,1051054,63,1,66000,0,0,4130021,1,1
2,1051055,63,1,66000,0,0,4130021,1,1
2,1050072,73,2,123000,0,0,4130021,1,2
2,1050073,73,2,123000,0,0,4130021,1,2
2,1050074,73,2,123000,0,0,4130021,1,2
2,1051056,73,2,123000,0,0,4130021,1,2
2,1051057,73,2,123000,0,0,4130021,1,2
2,1051058,73,2,123000,0,0,4130021,1,2
2,1050092,83,2,153000,0,0,4130021,1,2
2,1050093,83,2,153000,0,0,4130021,1,2
2,1050094,83,2,153000,0,0,4130021,1,2
2,1050095,83,2,153000,0,0,4130021,1,2
2,1051094,83,2,153000,0,0,4130021,1,2
2,1051095,83,2,153000,0,0,4130021,1,2
2,1051096,83,2,153000,0,0,4130021,1,2
2,1051097,83,2,153000,0,0,4130021,1,2
2,1050102,93,2,184000,0,0,4130021,1,2
2,1050103,93,2,184000,0,0,4130021,1,2
2,1050104,93,2,184000,0,0,4130021,1,2
2,1050105,93,2,184000,0,0,4130021,1,2
2,1051101,93,2,184000,0,0,4130021,1,2
2,1051102,93,2,184000,0,0,4130021,1,2
2,1051103,93,2,184000,0,0,4130021,1,2
2,1051104,93,2,184000,0,0,4130021,1,2
2,1052076,103,3,319000,0,0,4130021,1,3
2,1052161,115,3,374000,0,0,4130021,1,3
2,1052156,115,3,374000,0,0,4130021,1,3
2,1072140,45,1,30000,0,0,4130001,1,1
2,1072141,45,1,30000,0,0,4130001,1,1
2,1072142,45,1,30000,0,0,4130001,1,1
2,1072143,45,1,30000,0,0,4130001,1,1
2,1072136,55,1,33000,0,0,4130001,1,1
2,1072137,55,1,33000,0,0,4130001,1,1
2,1072138,55,1,33000,0,0,4130001,1,1
2,1072139,55,1,33000,0,0,4130001,1,1
2,1072157,65,1,44000,0,0,4130001,1,1
2,1072158,65,1,44000,0,0,4130001,1,1
2,1072159,65,1,44000,0,0,4130001,1,1
2,1072160,65,1,44000,0,0,4130001,1,1
2,1072177,75,2,77000,0,0,4130001,1,2
2,1072178,75,2,77000,0,0,4130001,1,2
2,1072179,75,2,77000,0,0,4130001,1,2
2,1072206,85,2,92000,0,0,4130001,1,2
2,1072207,85,2,92000,0,0,4130001,1,2
2,1072208,85,2,92000,0,0,4130001,1,2
2,1072209,85,2,92000,0,0,4130001,1,2
2,1072223,95,2,107000,0,0,4130001,1,2
2,1072224,95,2,107000,0,0,4130001,1,2
2,1072225,95,2,107000,0,0,4130001,1,2
2,1072226,95,2,107000,0,0,4130001,1,2
2,1072268,105,3,198000,0,0,4130001,1,3
2,1072362,115,3,242000,0,0,4130001,1,3
2,1072356,115,3,242000,0,0,4130001,1,3
2,1082080,45,1,55000,0,0,4130000,1,1
2,1082081,45,1,44000,0,0,4130000,1,1
2,1082082,45,1,50000,0,0,4130000,1,1
2,1082086,55,1,58000,0,0,4130000,1,1
2,1082087,55,1,63000,0,0,4130000,1,1
2,1082088,55,1,69000,0,0,4130000,1,1
2,1082098,65,1,77000,0,0,4130000,1,1
2,1082099,65,1,80000,0,0,4130000,1,1
2,1082100,65,1,82000,0,0,4130000,1,1
2,1082121,75,2,153000,0,0,4130000,1,2
2,1082122,75,2,157000,0,0,4130000,1,2
2,1082123,75,2,161000,0,0,4130000,1,2
2,1082131,85,2,176000,0,0,4130000,1,2
2,1082132,85,2,180000,0,0,4130000,1,2
2,1082133,85,2,180000,0,0,4130000,1,2
2,1082134,85,2,184000,0,0,4130000,1,2
2,1082151,95,2,199000,0,0,4130000,1,2
2,1082152,95,2,203000,0,0,4130000,1,2
2,1082153,95,2,203000,0,0,4130000,1,2
2,1082154,95,2,207000,0,0,4130000,1,2
2,1082164,105,3,330000,0,0,4130000,1,3
2,1082240,115,3,363000,0,0,4130000,1,3
2,1082235,115,3,363000,0,0,4130000,1,3
2,1092057,115,3,385000,0,0,4130022,1,3
2,1372007,43,1,110000,0,0,4130010,1,1
2,1382006,50,1,82000,0,0,4130011,1,1
2,1372014,53,1,126000,0,0,4130010,1,1
2,1382007,60,1,110000,0,0,4130011,1,1
2,1372015,63,1,143000,0,0,4130010,1,1
2,1382010,70,1,137000,0,0,4130011,1,1
2,1372016,73,2,223000,0,0,4130010,1,2
2,1382008,80,2,238000,0,0,4130011,1,2
2,1372009,83,2,250000,0,0,4130010,1,2
2,1382035,90,2,292000,0,0,4130011,1,2
2,1372010,93,2,277000,0,0,4130010,1,2
2,1372032,103,3,506000,0,0,4130010,1,3
2,1382036,105,3,517000,0,0,4130011,1,3
2,1372045,115,3,561000,0,0,4130010,1,3
2,1382059,115,3,572000,0,0,4130011,1,3
2,1372044,115,3,561000,0,0,4130010,1,3
2,1382057,115,3,572000,0,0,4130011,1,3
4,1002211,45,1,22000,0,0,4130018,1,1
4,1002212,45,1,22000,0,0,4130018,1,1
4,1002213,45,1,22000,0,0,4130018,1,1
4,1002214,45,1,22000,0,0,4130018,1,1
4,1002267,55,1,30000,0,0,4130018,1,1
4,1002268,55,1,30000,0,0,4130018,1,1
4,1002269,55,1,30000,0,0,4130018,1,1
4,1002270,55,1,30000,0,0,4130018,1,1
4,1002286,65,1,47000,0,0,4130018,1,1
4,1002287,65,1,47000,0,0,4130018,1,1
4,1002288,65,1,47000,0,0,4130018,1,1
4,1002289,65,1,47000,0,0,4130018,1,1
4,1002275,75,2,77000,0,0,4130018,1,2
4,1002276,75,2,77000,0,0,4130018,1,2
4,1002277,75,2,77000,0,0,4130018,1,2
4,1002278,75,2,77000,0,0,4130018,1,2
4,1002402,85,2,88000,0,0,4130018,1,2
4,1002403,85,2,88000,0,0,4130018,1,2
4,1002404,85,2,88000,0,0,4130018,1,2
4,1002405,85,2,88000,0,0,4130018,1,2
4,1002406,95,2,100000,0,0,4130018,1,2
4,1002407,95,2,100000,0,0,4130018,1,2
4,1002408,95,2,100000,0,0,4130018,1,2
4,1002547,105,3,165000,0,0,4130018,1,3
4,1002792,115,3,187000,0,0,4130018,1,3
4,1002778,115,3,187000,0,0,4130018,1,3
4,1050051,45,1,52000,0,0,4130021,1,1
4,1050052,45,1,52000,0,0,4130021,1,1
4,1051037,45,1,52000,0,0,4130021,1,1
4,1051038,45,1,52000,0,0,4130021,1,1
4,1051039,45,1,52000,0,0,4130021,1,1
4,1050058,55,1,58000,0,0,4130021,1,1
4,1050059,55,1,58000,0,0,4130021,1,1
4,1050060,55,1,58000,0,0,4130021,1,1
4,1051041,55,1,58000,0,0,4130021,1,1
4,1051042,55,1,58000,0,0,4130021,1,1
4,1051043,55,1,58000,0,0,4130021,1,1
4,1050061,65,1,63000,0,0,4130021,1,1
4,1050062,65,1,63000,0,0,4130021,1,1
4,1050063,65,1,63000,0,0,4130021,1,1
4,1050064,65,1,63000,0,0,4130021,1,1
4,1051062,65,1,63000,0,0,4130021,1,1
4,1051063,65,1,63000,0,0,4130021,1,1
4,1051064,65,1,63000,0,0,4130021,1,1
4,1051065,65,1,63000,0,0,4130021,1,1
4,1050075,75,2,107000,0,0,4130021,1,2
4,1050076,75,2,107000,0,0,4130021,1,2
4,1050077,75,2,107000,0,0,4130021,1,2
4,1050078,75,2,107000,0,0,4130021,1,2
4,1051066,75,2,107000,0,0,4130021,1,2
4,1051067,75,2,107000,0,0,4130021,1,2
4,1051068,75,2,107000,0,0,4130021,1,2
4,1051069,75,2,107000,0,0,4130021,1,2
4,1050088,85,2,153000,0,0,4130021,1,2
4,1050089,85,2,153000,0,0,4130021,1,2
4,1050090,85,2,153000,0,0,4130021,1,2
4,1050091,85,2,153000,0,0,4130021,1,2
4,1051082,85,2,153000,0,0,4130021,1,2
4,1051083,85,2,153000,0,0,4130021,1,2
4,1051084,85,2,153000,0,0,4130021,1,2
4,1051085,85,2,153000,0,0,4130021,1,2
4,1050106,95,2,184000,0,0,4130021,1,2
4,1050107,95,2,184000,0,0,4130021,1,2
4,1050108,95,2,184000,0,0,4130021,1,2
4,1051105,95,2,184000,0,0,4130021,1,2
4,1051106,95,2,184000,0,0,4130021,1,2
4,1051107,95,2,184000,0,0,4130021,1,2
4,1052071,105,3,330000,0,0,4130021,1,3
4,1052162,115,3,396000,0,0,4130021,1,3
4,1052157,115,3,396000,0,0,4130021,1,3
4,1072122,45,1,28000,0,0,4130001,1,1
4,1072123,45,1,28000,0,0,4130001,1,1
4,1072124,45,1,28000,0,0,4130001,1,1
4,1072125,45,1,28000,0,0,4130001,1,1
4,1072144,55,1,36000,0,0,4130001,1,1
4,1072145,55,1,36000,0,0,4130001,1,1
4,1072146,55,1,36000,0,0,4130001,1,1
4,1072164,65,1,50000,0,0,4130001,1,1
4,1072165,65,1,50000,0,0,4130001,1,1
4,1072166,65,1,50000,0,0,4130001,1,1
4,1072167,65,1,50000,0,0,4130001,1,1
4,1072182,75,2,84000,0,0,4130001,1,2
4,1072183,75,2,84000,0,0,4130001,1,2
4,1072184,75,2,84000,0,0,4130001,1,2
4,1072185,75,2,84000,0,0,4130001,1,2
4,1072203,85,2,107000,0,0,4130001,1,2
4,1072204,85,2,107000,0,0,4130001,1,2
4,1072205,85,2,107000,0,0,4130001,1,2
4,1072227,95,2,130000,0,0,4130001,1,2
4,1072228,95,2,130000,0,0,4130001,1,2
4,1072229,95,2,130000,0,0,4130001,1,2
4,1072269,105,3,198000,0,0,4130001,1,3
4,1072363,115,3,220000,0,0,4130001,1,3
4,1072357,115,3,220000,0,0,4130001,1,3
4,1082083,45,1,58000,0,0,4130000,1,1
4,1082084,45,1,47000,0,0,4130000,1,1
4,1082085,45,1,52000,0,0,4130000,1,1
4,1082089,55,1,60000,0,0,4130000,1,1
4,1082090,55,1,66000,0,0,4130000,1,1
4,1082091,55,1,71000,0,0,4130000,1,1
4,1082106,65,1,77000,0,0,4130000,1,1
4,1082107,65,1,82000,0,0,4130000,1,1
4,1082108,65,1,88000,0,0,4130000,1,1
4,1082109,75,2,153000,0,0,4130000,1,2
4,1082110,75,2,157000,0,0,4130000,1,2
4,1082111,75,2,157000,0,0,4130000,1,2
4,1082112,75,2,161000,0,0,4130000,1,2
4,1082125,85,2,176000,0,0,4130000,1,2
4,1082126,85,2,180000,0,0,4130000,1,2
4,1082127,85,2,184000,0,0,4130000,1,2
4,1082158,95,2,199000,0,0,4130000,1,2
4,1082159,95,2,203000,0,0,4130000,1,2
4,1082160,95,2,207000,0,0,4130000,1,2
4,1082163,105,3,330000,0,0,4130000,1,3
4,1082241,115,3,363000,0,0,4130000,1,3
4,1082236,115,3,363000,0,0,4130000,1,3
4,1452008,45,1,110000,0,0,4130012,1,1
4,1462007,45,1,93000,0,0,4130013,1,1
4,1452004,55,1,137000,0,0,4130012,1,1
4,1462008,55,1,132000,0,0,4130013,1,1
